iter	Logloss
132	0.3958030502
133	0.3953824727
134	0.3943979517
135	0.3937453086
136	0.392663331
137	0.391380521
138	0.3909352764
139	0.3904790724
140	0.3890689705
141	0.3888912031
142	0.388146124
143	0.3875607517
144	0.3867220101
145	0.3857771578
146	0.3850978651
147	0.3842327675
148	0.3839808167
149	0.3829896861
150	0.3825449762
151	0.3815227674
152	0.3811716962
153	0.3805094509
154	0.3795028388
155	0.3787512327
156	0.3785775543
157	0.3777044009
158	0.3771401564
159	0.3763823109
160	0.3760913385
161	0.3757584544
162	0.3752180039
163	0.3750206197
164	0.3735248342
165	0.3726281159
166	0.3721791648
167	0.3718488835
168	0.3708078573
169	0.3702704119
170	0.369523028
171	0.368804465
172	0.3680969954
173	0.367301532
174	0.3668255674
175	0.3663762055
176	0.3654670365
177	0.3650653771
178	0.3643930663
179	0.3638600873
180	0.3634092088
181	0.3628262863
182	0.3624966513
183	0.3620840785
184	0.3609397047
185	0.3601079239
186	0.3594433192
187	0.3590316654
188	0.3586456193
189	0.3585775544
190	0.3577975583
191	0.3567838534
192	0.3558712499
193	0.3555737351
194	0.3555094827
195	0.3546930137
196	0.3537194528
197	0.3529037566
198	0.3526175871
199	0.3520874216
200	0.3515920919
201	0.3512184277
202	0.350945661
203	0.3504008671
204	0.3498354005
205	0.3487682671
206	0.3478763704
207	0.3468365607
208	0.3464070376
209	0.3460401369
210	0.3452199802
211	0.3448612508
212	0.3442175776
213	0.3437394666
214	0.3430761969
215	0.3429131276
216	0.3418981745
217	0.3414923002
218	0.3405987253
219	0.340192444
220	0.3397054369
221	0.3396585065
222	0.3390178656
223	0.3386745663
224	0.3384554692
225	0.3381406658
226	0.3375321667
227	0.3370504511
228	0.3363508953
229	0.3359219383
230	0.33553814
231	0.3350755738
232	0.3348733971
233	0.3346381481
234	0.3341416534
235	0.3336787071
236	0.3328766001
237	0.3326584539
238	0.3323089987
239	0.331999888
240	0.3317090986
241	0.3311057236
242	0.3304285096
243	0.3301711278
244	0.3296556115
245	0.3291277458
246	0.3289815668
247	0.328761717
248	0.3279338212
249	0.3273508206
250	0.3270182267
251	0.3266736563
252	0.3262892074
253	0.325834589
254	0.3250337036
255	0.3247387792
256	0.3243581057
257	0.324002569
258	0.3233460648
259	0.322912947
260	0.3223259787
261	0.3223040265
262	0.3218126887
263	0.3210908442
264	0.320274636
265	0.3198393385
266	0.3193560805
267	0.3188804174
268	0.3187326441
269	0.318222831
270	0.3176151214
271	0.3171149899
272	0.3168301581
273	0.3165577442
274	0.3162041516
275	0.3155115454
276	0.3153776924
277	0.3151088405
278	0.3148825588
279	0.3147818881
280	0.3144975184
281	0.3140186408
282	0.3135896662
283	0.3132374438
284	0.3129725734
285	0.3125563453
286	0.3119030336
287	0.3118495097
288	0.3111440786
289	0.3111066069
290	0.3108333026
291	0.3104283072
292	0.3100359128
293	0.3098121225
294	0.3093220159
295	0.3086365021
296	0.3083840477
297	0.3076272503
298	0.3075198386
299	0.3073649994
300	0.3068660459
301	0.3063773264
302	0.3057844582
303	0.3052361177
304	0.3047576446
305	0.3042493049
306	0.3036090065
307	0.3034132903
308	0.3032751249
309	0.3028584461
310	0.3021772545
311	0.3018603192
312	0.3016091163
313	0.3013668661
314	0.3012198954
315	0.3007396434
316	0.3005410433
317	0.3001081952
318	0.2998604407
319	0.2995062856
320	0.2992154721
321	0.2988083538
322	0.2978330955
323	0.2975759504
324	0.296991673
325	0.2965995247
326	0.2961232884
327	0.2958886013
328	0.2954764661
329	0.2951909777
330	0.2950290494
331	0.2945639615
332	0.2940523208
333	0.2935446168
334	0.2933379644
335	0.2928841784
336	0.2925863837
337	0.2924216668
338	0.292233526
339	0.2918810728
340	0.2915491295
341	0.2913945959
342	0.291029856
343	0.2908756552
344	0.2904927535
345	0.290386758
346	0.290184486
347	0.28972557
348	0.2894411312
349	0.2891951703
350	0.2888679741
351	0.2886525036
352	0.2883577306
353	0.2881521345
354	0.2880654679
355	0.2878634285
356	0.2874871196
357	0.2872748498
358	0.2868091869
359	0.2862612046
360	0.2860044077
361	0.2857738152
362	0.2850008093
363	0.2847968336
364	0.2843752694
365	0.28394172
366	0.2839152293
367	0.2836945224
368	0.2831769961
369	0.2828423622
370	0.2827832602
371	0.2821298938
372	0.2818485273
373	0.28150909
374	0.2813525163
375	0.2812735161
376	0.2810594359
377	0.2808925452
378	0.2806848433
379	0.2803101508
380	0.2798331403
381	0.279519389
382	0.2789128605
383	0.278610819
384	0.278345316
385	0.2777546524
386	0.2776593615
387	0.2775354716
388	0.2773013045
389	0.2770837579
390	0.2766705027
391	0.2763926436
392	0.276256982
393	0.2757700708
394	0.275526824
395	0.2754262707
396	0.2751899321
397	0.2749544195
398	0.2746274036
399	0.2744541245
400	0.2738913846
401	0.2737169817
402	0.273647687
403	0.2734064049
404	0.2731642605
405	0.2729931249
406	0.2726815038
407	0.2723066836
408	0.2721369058
409	0.2716628917
410	0.2715001617
411	0.2712615059
412	0.2708515971
413	0.2704667144
414	0.2701512139
415	0.2696527634
416	0.2692330742
417	0.2689083832
418	0.2686829605
419	0.2680199122
420	0.2674710731
421	0.2673392533
422	0.2669504899
423	0.2665701209
424	0.2664325584
425	0.2662458594
426	0.2659164764
427	0.2656163125
428	0.2655046437
429	0.2651127179
430	0.2650014043
431	0.2647116769
432	0.2644088299
433	0.2643024632
434	0.2640076203
435	0.2638314224
436	0.2636966856
437	0.2636222633
438	0.2632868406
439	0.2631339061
440	0.2626940674
441	0.2620572822
442	0.2619740144
443	0.261754383
444	0.2612407728
445	0.2609049607
446	0.2606492136
447	0.2602819296
448	0.2600994278
449	0.2599224077
450	0.2595887708
451	0.2593988424
452	0.2591871332
453	0.2587291964
454	0.2584040841
455	0.2582167714
456	0.2580157768
457	0.2579200105
458	0.257750513
459	0.2574609558
460	0.2570827604
461	0.2566963798
462	0.2565186964
463	0.2564431194
464	0.256182738
465	0.2558438901
466	0.255486713
467	0.2549748367
468	0.2543958382
469	0.2541320315
470	0.2540219586
471	0.2534800263
472	0.2532058964
473	0.2527421704
474	0.2523415677
475	0.2521289832
476	0.2516050355
477	0.2514238891
478	0.2510348541
479	0.2509061431
480	0.2505121779
481	0.250419365
482	0.2500123527
483	0.2497648921
484	0.2497385523
485	0.2492383112
486	0.2489717019
487	0.2488969263
488	0.2482155489
489	0.2479798718
490	0.2478200721
491	0.2474663491
492	0.2471452726
493	0.2470320777
494	0.2467120875
495	0.2464055029
496	0.2461579349
497	0.2460534453
498	0.2455701492
499	0.2452399094
500	0.2450595552
501	0.24477663
502	0.2444644014
503	0.2441952071
504	0.2440138994
505	0.2438112377
506	0.2437386092
507	0.2431245017
508	0.2430558541
509	0.2426767533
510	0.2423683018
511	0.2421173417
512	0.2420172266
513	0.2416719362
514	0.2413447784
515	0.2409615267
516	0.2408097063
517	0.2402748161
518	0.2398035548
519	0.2396027416
520	0.2393369645
521	0.2389722162
522	0.2385950639
523	0.2382889327
524	0.2378887552
525	0.2374946955
526	0.2372138593
527	0.2370718629
528	0.2367708292
529	0.2365760147
530	0.2364750259
531	0.2362373247
532	0.2361321601
533	0.2359947426
534	0.2355988604
535	0.2352703252
536	0.235131579
537	0.2348687415
538	0.234806794
539	0.2346636502
540	0.2345212542
541	0.2342622212
542	0.2339577364
543	0.2338017995
544	0.2332949833
545	0.2331142355
546	0.2324840678
547	0.2324208999
548	0.2323069428
549	0.2319137695
550	0.2313535243
551	0.2310638143
552	0.2307064524
553	0.2305507004
554	0.2303064326
555	0.230101542
556	0.2300141808
557	0.2299441941
558	0.2296731784
559	0.2294827177
560	0.2289308211
561	0.2288680072
562	0.2281932314
563	0.2281351572
564	0.2280285101
565	0.2278571673
566	0.2276197397
567	0.2273862764
568	0.2269358876
569	0.2265949992
570	0.2263421613
571	0.2259827559
572	0.2258419983
573	0.2256288073
574	0.2253747219
575	0.2249387509
576	0.2245962175
577	0.2245453834
578	0.2244183704
579	0.22393346
580	0.2238776187
581	0.2234238416
582	0.2232044669
583	0.222679407
584	0.2222263719
585	0.2218847103
586	0.2217714568
587	0.2215716914
588	0.2215392677
589	0.2215010489
590	0.2214242583
591	0.2210715727
592	0.2210208065
593	0.2206566812
594	0.2203535331
595	0.2201211257
596	0.2197290308
597	0.2195081502
598	0.2188529706
599	0.2187658801
600	0.2185247871
601	0.2181841337
602	0.2181090373
603	0.2180794587
604	0.2179380307
605	0.2176950779
606	0.2174644804
607	0.2173020592
608	0.2170746851
609	0.2167871277
610	0.2165575075
611	0.2164755031
612	0.2164452351
613	0.2162802344
614	0.2160298291
615	0.2158073014
616	0.2154973976
617	0.2154597965
618	0.2149979461
619	0.2149542201
620	0.2144423765
621	0.2143670991
622	0.2143188156
623	0.2140579672
624	0.2138603883
625	0.2135669956
626	0.2129700485
627	0.212450118
628	0.2124022304
629	0.2120118329
630	0.2119756098
631	0.2117271873
632	0.2116873697
633	0.2116532108
634	0.2114086123
635	0.2113550513
636	0.2109584023
637	0.2109362436
638	0.2106896784
639	0.2106059717
640	0.2105103951
641	0.2102690019
642	0.2096883205
643	0.2091682992
644	0.2087872051
645	0.2084738552
646	0.2081155196
647	0.2079738435
648	0.2078814886
649	0.2075685127
650	0.2074398395
651	0.2074048957
652	0.2073773199
653	0.2069493944
654	0.2068849451
655	0.2066946719
656	0.2066257521
657	0.2064498397
658	0.2062897278
659	0.2060253556
660	0.2056881031
661	0.2055155815
662	0.2051817441
663	0.204868033
664	0.2047083156
665	0.2046802875
666	0.2043215278
667	0.2041744826
668	0.2041524146
669	0.2041259866
670	0.2040745695
671	0.2040489364
672	0.2037556171
673	0.2034442856
674	0.2034196193
675	0.2028786271
676	0.2027474975
677	0.2026913167
678	0.2024184519
679	0.2021311746
680	0.2017474167
681	0.2013735633
682	0.201153724
683	0.20096569
684	0.2005989656
685	0.2001662639
686	0.2000786301
687	0.200025369
688	0.1999590537
689	0.1996853873
690	0.1996624207
691	0.199636352
692	0.1993426103
693	0.1991009983
694	0.198944862
695	0.1986036272
696	0.1984997477
697	0.1983130802
698	0.197784632
699	0.197334821
700	0.1969432416
701	0.1966992455
702	0.1964016342
703	0.1962120777
704	0.1961799864
705	0.1957573595
706	0.1956244912
707	0.1956024134
708	0.1952668384
709	0.1952455383
710	0.194864481
711	0.194619745
712	0.1943266548
713	0.194190315
714	0.1939486743
715	0.1939231892
716	0.1937646505
717	0.1935421087
718	0.1932939077
719	0.1932447046
720	0.1929583258
721	0.1926280771
722	0.1922562221
723	0.1919948228
724	0.1917381592
725	0.1917200591
726	0.1915990008
727	0.1912321295
728	0.1910123079
729	0.1905676018
730	0.1903250653
731	0.1896736081
732	0.1892459056
733	0.18911
734	0.1890900411
735	0.1887586067
736	0.1886707865
737	0.1885906209
738	0.1882032555
739	0.1878923695
740	0.1876128763
741	0.1875752913
742	0.1871817499
743	0.1867916792
744	0.1864533616
745	0.1862371948
746	0.1856583694
747	0.1853399757
748	0.1851099348
749	0.1844991651
750	0.1841137461
751	0.1840903385
752	0.1840008392
753	0.1837603473
754	0.1836596892
755	0.1836368926
756	0.1834472511
757	0.1834283041
758	0.1831575964
759	0.1828959653
760	0.182711242
761	0.1823918123
762	0.1822497986
763	0.1822065743
764	0.1819922645
765	0.1819741551
766	0.1817808665
767	0.1814977506
768	0.1813097335
769	0.1811785397
770	0.1809840843
771	0.1806063709
772	0.1803683895
773	0.180025066
774	0.1797022971
775	0.1794098627
776	0.1793386863
777	0.1791018841
778	0.1790864471
779	0.178765827
780	0.178530712
781	0.1782361966
782	0.1781672065
783	0.1781473093
784	0.1780904271
785	0.1780738544
786	0.1780574682
787	0.1777428531
788	0.1775317518
789	0.1775156018
790	0.177329909
791	0.1771417826
792	0.176895148
793	0.176876161
794	0.1768279188
795	0.1768040728
796	0.1767837099
797	0.1767464838
798	0.1764802646
799	0.1763482369
800	0.1763201189
801	0.1761313806
802	0.1757176965
803	0.1755454051
804	0.1752214452
805	0.1751752196
806	0.1749956547
807	0.1746222046
808	0.1743227113
809	0.1737784214
810	0.1737580663
811	0.1734145041
812	0.1733948558
813	0.1732708635
814	0.1730011448
815	0.1725802664
816	0.1722765304
817	0.1720118551
818	0.1716251716
819	0.1712365095
820	0.1709870645
821	0.1708551355
822	0.1705909279
823	0.1704041558
824	0.1700321089
825	0.1698563873
826	0.1696026768
827	0.1694562247
828	0.1693126615
829	0.1691604881
830	0.1691435792
831	0.168771903
832	0.1684767997
833	0.1682145125
834	0.1678588832
835	0.1676068044
836	0.1675879394
837	0.1671949665
838	0.166977799
839	0.1667399741
840	0.1665440832
841	0.1663306001
842	0.166007932
843	0.1656723226
844	0.1655259996
845	0.165304419
846	0.1652830347
847	0.1650967173
848	0.1648575461
849	0.1645464875
850	0.1644151981
851	0.1641753888
852	0.1641553547
853	0.1636750333
854	0.1633370521
855	0.163105183
856	0.1628062004
857	0.1627741643
858	0.1627154254
859	0.1625682612
860	0.1621892803
861	0.1620411078
862	0.161769797
863	0.1615054132
864	0.1612560109
865	0.1607575386
866	0.1604205567
867	0.1600592354
868	0.159685112
869	0.1596555842
870	0.1595391872
871	0.159384472
872	0.1591305538
873	0.1589179358
874	0.1589061269
875	0.1587906317
876	0.1585020282
877	0.1583553386
878	0.1580609892
879	0.1578459034
880	0.1575732236
881	0.157474096
882	0.1572472716
883	0.1570595696
884	0.1568034825
885	0.1566803637
886	0.1566358332
887	0.1566183612
888	0.1566054158
889	0.1562730405
890	0.1560867652
891	0.1557514989
892	0.1553643453
893	0.1551211588
894	0.154918921
895	0.1546844218
896	0.1544606689
897	0.154198875
898	0.1540108593
899	0.1539918358
900	0.1537174812
901	0.1534646045
902	0.1532601626
903	0.1531245213
904	0.1530159388
905	0.1526779809
906	0.1524937088
907	0.1522411227
908	0.1522269243
909	0.1519427926
910	0.1519251721
911	0.1517705185
912	0.1516468187
913	0.151252338
914	0.1509702494
915	0.1506130918
916	0.1503802672
917	0.1501825644
918	0.1500948944
919	0.1499124413
920	0.1495378195
921	0.1493120843
922	0.1491324271
923	0.1488929162
924	0.1487184605
925	0.1485944697
926	0.148188249
927	0.1481543863
928	0.1478401747
929	0.1476035432
930	0.1474133023
931	0.1472298125
932	0.1470030364
933	0.1468489508
934	0.146576896
935	0.1464402496
936	0.1462557927
937	0.1459004116
938	0.1456414746
939	0.1454530092
940	0.1454200562
941	0.1452572817
942	0.1452427303
943	0.1450391583
944	0.1450246543
945	0.1448591232
946	0.144637982
947	0.144464541
948	0.1444483761
949	0.1443193037
950	0.1441002084
951	0.1440219304
952	0.144010292
953	0.1438322898
954	0.1435420779
955	0.143275
956	0.1431087736
957	0.1430930445
958	0.1430272319
959	0.1429516533
960	0.1425992946
961	0.1425435489
962	0.1423285588
963	0.1420233288
964	0.1419704242
965	0.1417408726
966	0.1417244887
967	0.141666369
968	0.1416535693
969	0.141548033
970	0.141356694
971	0.1413423248
972	0.1409785183
973	0.1408527116
974	0.1406869806
975	0.1405514429
976	0.1404199535
977	0.1403321546
978	0.1401114862
979	0.1399096883
980	0.139773362
981	0.1394612407
982	0.1394505074
983	0.139290748
984	0.1391409482
985	0.1387894542
986	0.1387659617
987	0.1385589227
988	0.1382671715
989	0.1380665055
990	0.1378210507
991	0.1376541173
992	0.1375324748
993	0.1372882019
994	0.1371247559
995	0.1369821218
996	0.1368168437
997	0.1368054402
998	0.1365655876
999	0.1362959293
