title,location,price,agent
3 Bedroom Flat & Apartment,  Elgeyo Marakwet,14000000,premium-properties
3 Bedroom Flat & Apartment,  Othaya Road,17500000,premium-properties
4 Bedroom Flat & Apartment,  Kilimani,36000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kilimani,10300000,modernhomes-properties
3 Bedroom Flat & Apartment,  Kilimani,10300000,smartunit-homes
3 Bedroom Flat & Apartment,  Kilimani,10300000,valuespace-estates
5 Bedroom Townhouse,  Kileleshwa,65000000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Kilimani,15900000,smartunit-homes
4 Bedroom Flat & Apartment,  Riara Road,15900000,valuespace-estates
4 Bedroom Flat & Apartment,  Riara Road,15900000,absolute-properties-kenya
4 Bedroom Flat & Apartment,  Kilimani,15900000,modernhomes-properties
5 Bedroom Townhouse,  Kileleshwa,65000000,valuespace-estates
7 Bedroom Townhouse,  Kileleshwa,65000000,smartunit-homes
5 Bedroom Townhouse,  Kileleshwa,65000000,absolute-properties-kenya
5 Bedroom Townhouse,  Kileleshwa,65000000,modernhomes-properties
8 Bedroom House,  Valley Arcade,195000000,el-roi-properties
4 Bedroom Flat & Apartment,  Kilimani,15900000,affordable-apartments-kenya
3 Bedroom Bungalow,  Ngong,6600000,ongata-rongai-properties-94
3 Bedroom Bungalow,  Ngong,6300000,ongata-rongai-properties-94
3 Bedroom Flat & Apartment,  Kileleshwa,24000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Rhapta,25000000,smartunit-homes
3 Bedroom Flat & Apartment,  Rhapta,25000000,absolute-properties-kenya
3 Bedroom Flat & Apartment,  Rhapta,25000000,modernhomes-properties
3 Bedroom Flat & Apartment,  Rhapta,25000000,affordable-apartments-kenya
5 Bedroom Townhouse,  Lavington,100000000,fapcl-group
3 Bedroom Flat & Apartment,  Rhapta,25000000,valuespace-estates
Flat & Apartment,  Denis Pritt,9700000,peech-properties
3 Bedroom Flat & Apartment,  Denis Pritt,15000000,peech-properties
4 Bedroom Flat & Apartment,  Kilimani,36000000,paradigm-homes
5 Bedroom Townhouse,  Lavington,85000000,buy-rent-shelters
Office,  3Rd Parklands ,17307500,dunhill-consulting-limited
4 Bedroom Townhouse,  Kahawa West,12000000,sparrow-property-consultants
2 Bedroom Flat & Apartment,  Kilimani,8500000,peech-properties
5 Bedroom Townhouse,  Othaya Road,47000000,fapcl-group
5 Bedroom Townhouse,  Runda,28000000,nairobi-property
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,affordable-apartments-kenya
6 Bedroom Flat & Apartment,  Kileleshwa,31000000,liflac-properties
3 Bedroom Flat & Apartment,  Kilimani,18000000,azizi-realtors
5 Bedroom Townhouse,  Convert Drive,55000000,affordable-apartments-kenya
5 Bedroom Townhouse,  Convert Drive,55000000,modernhomes-properties
5 Bedroom Townhouse,  Convert Drive,55000000,valuespace-estates
5 Bedroom Townhouse,  Convert Drive,55000000,smartunit-homes
5 Bedroom Townhouse,  Covert Drive,55000000,absolute-properties-kenya
2 Bedroom Flat & Apartment,  Kileleshwa,8500000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Brookside,35000000,cura-international-limited
2 Bedroom Flat & Apartment,  Lavington,8500000,smartunit-homes
2 Bedroom Flat & Apartment,  Lavington,8500000,modernhomes-properties
2 Bedroom Flat & Apartment,  Lavington,8500000,valuespace-estates
3 Bedroom House,  3Rd Parklands Avenue ,15000000,dunhill-consulting-limited
2 Bedroom Flat & Apartment,  Kilimani,17500000,westside-real-estate
3 Bedroom Flat & Apartment,  Kilimani,15000000,bright-homes-management
3 Bedroom Flat & Apartment,  Kingara,11000000,peech-properties
3 Bedroom Flat & Apartment,  Sports,25000000,smartunit-homes
3 Bedroom Flat & Apartment,  Sports,25000000,modernhomes-properties
3 Bedroom Flat & Apartment,  Sports,25000000,absolute-properties-kenya
3 Bedroom Flat & Apartment,  Sports,25000000,affordable-apartments-kenya
5 Bedroom Townhouse,  Kiambu Road,65250000,fapcl-group
4 Bedroom Townhouse,  Kiambu Road,40750000,fapcl-group
5 Bedroom Townhouse,  Riara Road,50000000,affordable-apartments-kenya
Flat & Apartment,  Kileleshwa,3800000,balis-properties
5 Bedroom Townhouse,  Riara Road,50000000,absolute-properties-kenya
2 Bedroom Flat & Apartment,  Laikipia Road,8500000,premium-properties
3 Bedroom Flat & Apartment,  Lavington,10000000,smartunit-homes
3 Bedroom Flat & Apartment,  Lavington,10000000,modernhomes-properties
3 Bedroom Flat & Apartment,  Lavington,10000000,valuespace-estates
6 Bedroom Flat & Apartment,  Convent Drive,85000000,crystal-valuers-ltd
Flat & Apartment,  Brookside Gardens ,16000000,dunhill-consulting-limited
5 Bedroom Townhouse,  Brookside Drive ,55000000,dunhill-consulting-limited
3 Bedroom Bungalow,  Ruai,3950000,arthi-africa-homes
Flat & Apartment,  Kileleshwa,3600000,valuespace-estates
Flat & Apartment,  Kileleshwa,3600000,modernhomes-properties
Flat & Apartment,  Kileleshwa,3600000,smartunit-homes
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,hayer-one
6 Bedroom House,  Lavington,44500000,paradigm-homes
3 Bedroom Flat & Apartment,  Kilungu Road,13000000,peech-properties
3 Bedroom Bungalow,  Ruai,4500000,double-m-properties
4 Bedroom Townhouse,  Kiambu Road,36000000,trisums-investments-company-limited
3 Bedroom Flat & Apartment,  Kileleshwa,26000000,canaan-properties
Studio,  Dennis Pritt,3600000,ever-forgarden-
3 Bedroom Flat & Apartment,  Laikipia Road,21000000,colburns-holdings
5 Bedroom Townhouse,  Lavington,75000000,affordable-apartments-kenya
5 Bedroom Townhouse,  Lavington,75000000,smartunit-homes
5 Bedroom Townhouse,  Lavington,75000000,valuespace-estates
5 Bedroom Townhouse,  Lavington,75000000,absolute-properties-kenya
5 Bedroom Townhouse,  Lavington,75000000,modernhomes-properties
5 Bedroom Townhouse,  Lavington,55000000,azizi-realtors
4 Bedroom Flat & Apartment,  Kileleshwa,55000000,affordable-apartments-kenya
5 Bedroom Townhouse,  Lavington,55000000,lizmor-properties
4 Bedroom Townhouse,  Westlands Area,95000000,palmier-properties-limited
4 Bedroom Flat & Apartment,  Kilimani,40000000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Kileleshwa,50000000,affordable-apartments-kenya
5 Bedroom House,  Silanga Road,90000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kilimani,37000000,kare-verosa-realtors
2 Bedroom Flat & Apartment,  Brookside,19000000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Kilimani,36000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Sports Road,26000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Wambugu Close,16500000,laserservices-ltd
4 Bedroom Townhouse,  Kitisuru,65000000,palmier-properties-limited
5 Bedroom Townhouse,  Brookside,55000000,lizmor-properties
2 Bedroom Flat & Apartment,  Riara Road,14500000,paradigm-homes
3 Bedroom Flat & Apartment,  Riverside,45000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Riverside,45000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Riverside,22000000,paradigm-homes
4 Bedroom Flat & Apartment,  Riverside,60000000,affordable-apartments-kenya
4 Bedroom Townhouse,  Runda,69000000,liflac-properties
4 Bedroom House,  Muiri Lane,63000000,lenora_real-estate
5 Bedroom House,  Karen,80000000,lenora_real-estate
3 Bedroom Flat & Apartment,  Kileleshwa,12000000,kaisa-ventures-kenya-limited
4 Bedroom Flat & Apartment,  Lavington,21000000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Westlands Area,74000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Othaya Road,18000000,peech-limited
4 Bedroom Flat & Apartment,  Kileleshwa,12500000,kaisa-ventures-kenya-limited
4 Bedroom House,  Kigwa Road,90000000,simkar-group-limited
2 Bedroom Flat & Apartment,  Mwingi Road,10500,good-living-properties-limited
5 Bedroom Townhouse,  Miotoni,120000000,top-property-kenya
4 Bedroom House,  Mountain View,35000000,liflac-properties
5 Bedroom Townhouse,  Mpaka Road ,45500000,dunhill-consulting-limited
4 Bedroom Flat & Apartment,  General Mathenge,32000000,cura-international-limited
2 Bedroom Studio,  Othaya Road,3600000,azizi-realtors
4 Bedroom Townhouse,  Kitisuru,47500000,lizmor-properties
4 Bedroom Flat & Apartment,  Kileleshwa,34000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Brookside Drive,20000000,coralinternational-ltd
4 Bedroom Flat & Apartment,  General Mathenge Road,30000000,arcade-ventures-properties
4 Bedroom Flat & Apartment,  Kiambu Road,14500000,gna-real-estate
2 Bedroom Flat & Apartment,  Garden City,19000000,knight-frank
2 Bedroom Flat & Apartment,  Parklands,12000000,miamu-properties-limited
3 Bedroom Flat & Apartment,  Brookside,27000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Siaya Road,24000000,coralinternational-ltd
5 Bedroom Townhouse,  Karen,120000000,top-property-kenya
6 Bedroom Townhouse,  Lavington,44500000,affordable-apartments-kenya
5 Bedroom Bungalow,  Nairobi,130000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Tabere Lane,23900000,fit-property
3 Bedroom Flat & Apartment,  Westlands Area,19000000,paradigm-homes
3 Bedroom Flat & Apartment,  Riverside,22000000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Kilimani,28000000,trisums-investments-company-limited
4 Bedroom House,  Muthaiga North,150000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Rhapta Road,28000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Ole Kejuodo Rd,19000000,pam-golding-properties
Flat & Apartment,  General Mathenge,17000000,gna-real-estate
6 Bedroom Townhouse,  Chalbi,64000000,smartunit-homes
6 Bedroom Townhouse,  Chalbi,64000000,valuespace-estates
6 Bedroom Townhouse,  Chalbi,64000000,affordable-apartments-kenya
6 Bedroom Townhouse,  Chalbi,64000000,modernhomes-properties
6 Bedroom Townhouse,  Chalbi,64000000,absolute-properties-kenya
3 Bedroom House,  Off Savannah Road,12000000,laserservices-ltd
3 Bedroom Flat & Apartment,  Off Raphta Road,33500000,pam-golding-properties
4 Bedroom Townhouse,  Dennis Pritt,38000000,colburns-holdings
3 Bedroom Flat & Apartment,  Kileleshwa,23000000,ephanty-vast-properties
3 Bedroom Flat & Apartment,  Argwing Kodhek,11000000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,westside-real-estate
Flat & Apartment,  Riverside,12500000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Riverside,25000000,trisums-investments-company-limited
3 Bedroom Flat & Apartment,  Off Rhapta Road,35000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Hatheru Road,19000000,own-it-kenya
4 Bedroom Flat & Apartment,  River Gardens,24000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Westlands Area,23000000,mindas-investments-properties
4 Bedroom Flat & Apartment,  General Mathenge,42000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Vihiga Road,25000000,pam-golding-properties
5 Bedroom Townhouse,  On Forest Line Road,89000000,hassconsult
3 Bedroom House,  Thika Road,5100000,ted-properties
2 Bedroom Flat & Apartment,  Two Rivers,12300000,centum-real-estate
Flat & Apartment,  Royal Park Road,5600000,signature-africa
3 Bedroom Flat & Apartment,  Two Rivers,14400000,centum-real-estate
3 Bedroom Flat & Apartment,  Lavington,26000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kileleshwa,24000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Westlands Area,19500000,pam-golding-properties
5 Bedroom House,  Woodvalle Drive,140000000,blue-zone-properties
3 Bedroom Flat & Apartment,  Mpaka Road,28000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kileleshwa,20000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Langata Road,10000000,canaan-properties
3 Bedroom Flat & Apartment,  Kiambu Road,12000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Githunguri Road,21500000,pam-golding-properties
4 Bedroom Townhouse,  Donholm Sunrise Estate,11000000,gna-real-estate
3 Bedroom Flat & Apartment,  Parklands,19000000,mindas-investments-properties
6 Bedroom Townhouse,  Riverside Gardens Road,62500000,fit-property
2 Bedroom Flat & Apartment,  Hurlingham,10000000,pam-golding-properties
7 Bedroom House,  Old Runda,130000000,sema-estate-agents
2 Bedroom Flat & Apartment,  Mbagathi Way,6950000,shingles-kenya-limited
3 Bedroom Flat & Apartment,  Two Rivers,30000000,centum-real-estate
3 Bedroom Flat & Apartment,  Parklands,18500000,pam-golding-properties
3 Bedroom Flat & Apartment,  Lavington,13000000,prudential-green-ville
2 Bedroom Flat & Apartment,  Kileleshwa,14500000,azizi-realtors
2 Bedroom Flat & Apartment,  Two Rivers,23000000,centum-real-estate
4 Bedroom Flat & Apartment,  Kingara Road,38000000,simkar-group-limited
2 Bedroom Flat & Apartment,  Kilimani,23500000,simkar-group-limited
Flat & Apartment,  Two Rivers,15000000,centum-real-estate
3 Bedroom Flat & Apartment,  Mombasa Road,9800000,brutan-management
Flat & Apartment,  Mombasa Road,6950000,own-properties-ltd
4 Bedroom Flat & Apartment,  Lavington,18000000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Laikipia Road,21000000,pam-golding-properties
5 Bedroom House,  Garden Estate,53000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani,17000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kilimani,16000000,balis-properties
2 Bedroom Flat & Apartment,  Off Ole Shapara Road,8000000,core_city_realty
Flat & Apartment,  Denis Pritt,4500000,premium-properties
2 Bedroom Flat & Apartment,  Junction Mall,9900000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Junction Mall,17000000,commercial-property-kenya
7 Bedroom House,  Runda,150000000,ace-realtors-limited
2 Bedroom Flat & Apartment,  Kileleshwa,10000000,premier-gold-real-estate
4 Bedroom Flat & Apartment,  Ndemi Road,17000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kilimani,16000000,balis-properties
4 Bedroom Flat & Apartment,  Ndemi Road,17000000,absolute-properties-kenya
4 Bedroom Flat & Apartment,  Ndemi Road,17000000,modernhomes-properties
4 Bedroom Flat & Apartment,  Ndemi Road,17000000,valuespace-estates
4 Bedroom Flat & Apartment,  Ndemi Road,17000000,smartunit-homes
3 Bedroom Flat & Apartment,  General Mathenge,37500000,fapcl-group
3 Bedroom Flat & Apartment,  Lavington,13000000,arkbridge-properties-limited
4 Bedroom House,  Garden Estate Road,47000000,pam-golding-properties
3 Bedroom Bungalow,  Kenyatta Road Exit 14,4990000,ted-properties
3 Bedroom Flat & Apartment,  Othaya Road,18000000,peech-limited
3 Bedroom Flat & Apartment,  Kilimani,17900000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kilimani,15900000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Kindaruma Road,12950000,el-roi-properties
3 Bedroom Flat & Apartment,  Westlands Area,21000000,affordable-apartments-kenya
Flat & Apartment,  Othaya Road,3600000,detiland-company-limited
3 Bedroom Flat & Apartment,  Othaya Road,11000000,detiland-company-limited
2 Bedroom Flat & Apartment,  Kindaruma Road ,12000000,own-it-kenya
3 Bedroom Flat & Apartment,  Othaya Road,17500000,peech-properties
2 Bedroom Flat & Apartment,  Ngong Road,11900000,own-it-kenya
2 Bedroom Flat & Apartment,  Riverside,18000000,paradigm-homes
3 Bedroom Flat & Apartment,  Lavington,10000000,paradigm-homes
3 Bedroom Flat & Apartment,  Kilimani,12300000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Riverside,75000000,pam-golding-properties
4 Bedroom House,  Hillview Close,110000000,gna-real-estate
Shop,  Ngong Road,1000000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani,13500000,trisums-investments-company-limited
2 Bedroom Flat & Apartment,  Dennis Pritt Road,15000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Muringa Road,16000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani,12800000,prudential-green-ville
3 Bedroom Flat & Apartment,  Parklands Road,18500000,gimco-limited
4 Bedroom Townhouse,  Lavington,51000000,lizmor-properties
3 Bedroom Flat & Apartment,  Lavington,10000000,affordable-apartments-kenya
Residential Land,  Loresho Ridge,39800000,prime-lands
4 Bedroom Flat & Apartment,  Kileleshwa,13000000,arkbridge-properties-limited
6 Bedroom House,  Old Runda,100000000,acasa-realtors
2 Bedroom Flat & Apartment,  Thika Road,18000000,fapcl-group
5 Bedroom Commercial Land,  Springvalley Road,350000000,prime-lands
3 Bedroom Flat & Apartment,  Kilimani,14000000,trisums-investments-company-limited
Studio,  Westlands Area,8900000,affordable-apartments-kenya
Flat & Apartment,  Kilimani,6500000,balis-properties
2 Bedroom Flat & Apartment,  Lavington,8500000,affordable-apartments-kenya
7 Bedroom House,  Karen,110000000,lenora_real-estate
6 Bedroom House,  Karen,70000000,lenora_real-estate
4 Bedroom House,  Utawala,9000000,edlon-group-limited
2 Bedroom Flat & Apartment,  Othaya Road ,7500000,brutan-management
Commercial Land,  Upperhill,210000000,kare-verosa-realtors
3 Bedroom Flat & Apartment,  General Mathenge,25000000,dunhill-consulting-limited
3 Bedroom Flat & Apartment,  Lavington,18000000,arkbridge-properties-limited
5 Bedroom Townhouse,  Statehouse Road,140000000,azizi-realtors
3 Bedroom House,  Westlands Area,23500000,affordable-apartments-kenya
2 Bedroom Flat & Apartment,  Mandera Road,11570569,vaal-real-estate
Office,  3Rd Parklands ,18876000,dunhill-consulting-limited
5 Bedroom Townhouse,  Karen,105000000,affordable-apartments-kenya
4 Bedroom House,  Karen,65000000,tysons-limited
5 Bedroom House,  Karen,85000000,paradigm-homes
3 Bedroom House,  Oleshapara Avenue,19000000,pam-golding-properties
5 Bedroom Bungalow,  Karen,85000000,affordable-apartments-kenya
 4 Bedroom House,  Kileleshwa,35000000,leilach-properties
4 Bedroom Townhouse,  Kilimani,60000000,own-properties-ltd
5 Bedroom House,  Karen,95000000,miamu-properties-limited
4 Bedroom Bungalow,  Loresho,75000000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Riverside Lane,16300000,vaal-real-estate
Commercial Property,  Lavington,280000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Runda,30000000,centum-real-estate
4 Bedroom House,  Runda,100000000,miamu-properties-limited
3 Bedroom Flat & Apartment,  South C,14500000,pam-golding-properties
3 Bedroom Flat & Apartment,  General Mathenge,24000000,fairdeal-properties-limited
5 Bedroom House,  Karen,69500000,pam-golding-properties
4 Bedroom Townhouse,  Kitisuru,60000000,cura-international-limited
5 Bedroom Townhouse,  Lavington,75000000,azizi-realtors
3 Bedroom Flat & Apartment,  Lantana Road,16500000,fairdeal-properties-limited
3 Bedroom Flat & Apartment,  Kileleshwa,23500000,absolute-properties-kenya
